ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,20584.086991690583,4.514632760575042
4,conventional_steam_coal,2,0.0,13567.68,-13567.68,0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,23600.9978532495,36734.21,-13133.212146750499,25.219321728571963,43289.029759846686,9.49442508702013
6,natural_gas_fired_combustion_turbine,2,4704.48,4704.48,0.0,5.027066881805456,146.01145438813347,0.03202416000602688
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,41874.45721745314,9.18417204812276
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,18090.29004100293,3.967677366520329
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,874.2342496499998,0.1917426109537867
12,conventional_steam_coal,3,0.0,650.0,-650.0,0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,3427.34,3427.34,0.0,3.662353205176154,15319.563925340513,3.3599841082572848
14,natural_gas_fired_combustion_turbine,3,1207.96,1207.96,0.0,1.29078999390915,3.62388,0.0007948123895413535
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,24694.485548389497,5.416151491553219
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,266.1483275,0.0583733424265455
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,4348.318489065606,0.0,4348.318489065606,4.646483323964402,10654.230705340698,2.336753580592266
24,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
25,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
26,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
27,battery,1,514.4104950000001,0.0,514.4104950000001,0.5496836978938483,1088.3745007772463,0.23870921158499753
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
30,naturalgas_ccavgcf,2,23767.679435750495,0.0,23767.679435750495,25.397432691568444,163676.11406157457,35.89848541566587
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,1848.055,0.0,1848.055,1.9747764016968896,6298.177168970501,1.3813562384582934
33,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,41431.5,0.0,41431.5,44.272464015900326,110341.88044289914,24.200882386090875
39,utilitypv_losangeles,2,0.0,0.0,0.0,0.0,0.0,0.0
40,battery,2,0.0,0.0,0.0,0.0,0.0,0.0
41,naturalgas_ccs100,2,0.0,0.0,0.0,0.0,0.0,0.0
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
48,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
49,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
50,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
51,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
52,utilitypv_losangeles,3,0.0,0.0,0.0,0.0,0.0,0.0
53,utilitypv_losangeles,3,0.0,0.0,0.0,0.0,0.0,0.0
54,battery,3,0.0,0.0,0.0,0.0,0.0,0.0
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
