ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,17598.48599810481,3.869415651767171
4,conventional_steam_coal,2,0.0,13567.68,-13567.68,0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,26477.485346551875,36734.21,-10256.724653448124,28.293050390083536,43103.92985284924,9.47735054272569
6,natural_gas_fired_combustion_turbine,2,4704.48,4704.48,0.0,5.027066881805456,366.56679465490186,0.08059780215232991
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,42164.023432152055,9.270691366712832
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,12189.086749859647,2.6800398088638957
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,722.5445519152013,0.15886737066932125
12,conventional_steam_coal,3,0.0,650.0,-650.0,0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,3427.34,3427.34,0.0,3.662353205176154,14422.050451303869,3.171006173648156
14,natural_gas_fired_combustion_turbine,3,1207.96,1207.96,0.0,1.29078999390915,5.5931568,0.0012297789972977589
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,22776.540260614558,5.007925192372689
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,218.57022000000003,0.048057488034440696
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,1585.97309838203,0.0,1585.97309838203,1.694723505745734,4574.74199529035,1.0058580199046299
24,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
25,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
26,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
27,battery,1,1072.2306449999996,0.0,1072.2306449999996,1.1457536571813252,2117.929724864284,0.4656736055371659
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
30,naturalgas_ccavgcf,2,26162.292940203024,0.0,26162.292940203024,27.956245194322715,183072.7623430112,40.25258832484712
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
33,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,39050.67432432432,0.0,39050.67432432432,41.72838477535911,104984.03650755066,23.083058059185284
39,utilitypv_losangeles,2,0.0,0.0,0.0,0.0,0.0,0.0
40,battery,2,0.0,0.0,0.0,0.0,0.0,0.0
41,naturalgas_ccs100,2,0.0,0.0,0.0,0.0,0.0,0.0
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
48,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
49,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
50,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
51,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
52,utilitypv_losangeles,3,3216.556976744186,0.0,3216.556976744186,3.437116759180819,9009.388244933025,1.9809128973677175
53,utilitypv_losangeles,3,0.0,0.0,0.0,0.0,0.0,0.0
54,battery,3,109.09900000000016,0.0,109.09900000000016,0.1165799343897932,196.45457600248446,0.04319487547549028
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
