ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,18544.011290312803,4.067190394090135
4,conventional_steam_coal,2,0.0,13567.68,-13567.68,0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,7738.058026501,36734.21,-28996.151973499,8.268657797357426,7474.36902262668,1.639326109911968
6,natural_gas_fired_combustion_turbine,2,3773.5620299467464,4704.48,-930.9179700532532,4.0323157303642185,20.906665111171133,0.0045853826435618104
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,41340.085497961,9.066970246939258
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,17738.508248300004,3.89052234834772
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,665.2490138999998,0.14590664105265294
12,conventional_steam_coal,3,0.0,650.0,-650.0,0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,2263.218320821924,3427.34,-1164.1216791780762,2.4184075321606744,2645.3101153161438,0.5801862241112667
14,natural_gas_fired_combustion_turbine,3,0.0,1207.96,-1207.96,0.0,0.0,0.0
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,23327.680367131205,5.116375093837674
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,144.1907521135845,0.031624832013522265
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,12282.410325201086,0.0,12282.410325201086,13.124616997960192,30478.39472882491,6.684715206850646
24,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
25,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
26,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
27,battery,1,6258.880874293591,0.0,6258.880874293591,6.688053251438393,14815.236210782965,3.2493717491506335
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
30,naturalgas_ccavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,1848.055,0.0,1848.055,1.9747764016968896,6063.588948186001,1.329904859185254
33,landbasedwind_ltrg1,2,2552.931,0.0,2552.931,2.727985852131263,8060.497458729301,1.7678795230704776
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,41431.5,0.0,41431.5,44.272464015900326,110743.1015526,24.288880749429556
39,utilitypv_losangeles,2,32915.25,0.0,32915.25,35.17225350758151,82330.72347477786,18.057297442977305
40,battery,2,27129.441606400003,0.0,27129.441606400003,28.989711386042337,63670.779985015535,13.964680062212869
41,naturalgas_ccs100,2,14662.168696152245,0.0,14662.168696152245,15.667555748535786,84577.90241005497,18.55016300675828
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,2321.7496708748167,0.0,2321.7496708748167,2.4809523854490845,7060.470146731163,1.5485471783306255
48,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
49,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
50,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
51,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
52,utilitypv_losangeles,3,0.0,0.0,0.0,0.0,0.0,0.0
53,utilitypv_losangeles,3,12166.449923422793,0.0,12166.449923422793,13.000705174468433,30425.736778776074,6.673165930631051
54,battery,3,3805.173945068938,0.0,3805.173945068938,4.066095279130759,8057.165018249241,1.7671486310484021
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
