ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,18347.273873391965,4.0240406936433635
4,conventional_steam_coal,2,0.0,13567.68,-13567.68,0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,7538.875182806017,36734.21,-29195.334817193983,8.055816956932366,7547.084177262627,1.6552744596950917
6,natural_gas_fired_combustion_turbine,2,4411.870394036743,4704.48,-292.6096059632564,4.7143929923562435,29.996610258764733,0.006579047175378178
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,40824.780616248274,8.953950305777735
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,17738.508248300004,3.89052234834772
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,673.2533042999999,0.14766219288643523
12,conventional_steam_coal,3,0.0,650.0,-650.0,0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,3427.34,3427.34,0.0,3.662353205176154,5186.1300202204975,1.1374549912920962
14,natural_gas_fired_combustion_turbine,3,0.0,1207.96,-1207.96,0.0,0.0,0.0
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,23201.792802697262,5.0887646332536365
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,160.34574875,0.03516804853272873
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,12191.546368959605,0.0,12191.546368959605,13.027522486946994,31551.719830641287,6.920123688624158
24,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
25,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
26,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
27,battery,1,6558.764390448693,0.0,6558.764390448693,7.008499824165386,15244.955350998229,3.343620481632434
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,1795.077870287105,0.0,1795.077870287105,1.9181666224497025,9468.96506672187,2.076793588961227
30,naturalgas_ccavgcf,2,2285.234203165852,0.0,2285.234203165852,2.441933046777568,9741.594868687209,2.1365884895540326
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,1848.055,0.0,1848.055,1.9747764016968896,6039.276299886469,1.3245724546655042
33,landbasedwind_ltrg1,2,2552.931,0.0,2552.931,2.727985852131263,8060.497458729301,1.7678795230704776
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,41431.5,0.0,41431.5,44.272464015900326,110743.1015526,24.288880749429556
39,utilitypv_losangeles,2,32915.25,0.0,32915.25,35.17225350758151,82149.21914715962,18.01748876047503
40,battery,2,26917.819695432983,0.0,26917.819695432983,28.763578529682725,62853.99296242941,13.785537142147072
41,naturalgas_ccs100,2,10354.353013271297,0.0,10354.353013271297,11.064352514101168,65998.52879703038,14.475216723341152
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,2530.404050870049,0.0,2530.404050870049,2.7039142268040663,7998.754120644029,1.754337581813644
48,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
49,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
50,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
51,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
52,utilitypv_losangeles,3,0.0,0.0,0.0,0.0,0.0,0.0
53,utilitypv_losangeles,3,10314.162975831918,0.0,10314.162975831918,11.02140663991528,25699.999833515554,5.636687274106451
54,battery,3,2599.279659015816,0.0,2599.279659015816,2.7775126454760115,5799.761380394054,1.2720405205251435
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
